company_name,state,sector,paid_up_capital,authorized_cap_inr,age_years,director_count,sector_risk_score,credit_score,default_risk,log_cap,capital_tier,is_metro,state_msme_credit_cr,is_opportunity,credit_score_raw,state_npa_proxy,credit_gap_ratio
Global Industries LLP,Uttar Pradesh,F&B,1160854.464988442,1338157.1620577597,4.485888364159359,2,0.55,28.8,0,13.964667761102923,Small,False,51500.0,0,28.9,0.09,0.45
Royal Solutions Ltd,Maharashtra,Logistics,694180.633397701,793631.825466726,5.931716363201563,6,0.35,47.3,0,13.450488924839572,Micro,True,226600.0,0,35.8,0.05,0.65
Global Industries Pvt Ltd,Rajasthan,Retail,4779301.08633758,5540830.8359331405,11.353827493838429,1,0.28,95.9,0,15.379805086765224,Small,False,51500.0,0,65.5,0.08,0.45
Apex Industries Pvt Ltd,Gujarat,F&B,1274188.5477574964,1637647.2805810985,0.959518730493064,6,0.55,5.8,0,14.057820885646652,Small,True,123600.0,0,17.4,0.06,0.45
Royal Industries Pvt Ltd,Tamil Nadu,Manufacturing,798482.3750947803,1153862.628848774,4.411032180437858,1,0.42,30.9,0,13.59046942625112,Micro,True,154500.0,0,29.7,0.06,0.65
Lakshmi Industries Ltd,Uttar Pradesh,Logistics,1476060.505365738,1971886.7061338692,6.118763120320932,3,0.35,59.9,0,14.204887953576362,Small,False,51500.0,1,40.2,0.09,0.45
Lakshmi Systems LLP,Karnataka,Construction,3629555.027618655,4621257.629372887,3.510559705945712,4,0.68,27.9,0,15.104620892319849,Small,True,144200.0,0,28.4,0.05,0.45
Sai Solutions Corp,Karnataka,Retail,13277898.702329831,16105168.846969686,8.808502400847132,1,0.28,94.1,0,16.401611534559706,Small,True,144200.0,0,62.0,0.05,0.45
Royal Tech Corp,Maharashtra,Logistics,117555.84997865636,175891.52892982363,9.01817968839816,2,0.35,51.6,1,11.674677325164131,Micro,True,226600.0,0,37.3,0.05,0.65
Green Industries Corp,Gujarat,F&B,211795.42920514024,271315.4094249144,5.835974554963202,4,0.55,19.0,0,12.263380852730366,Micro,True,123600.0,0,24.9,0.06,0.65
Blue Systems Pvt Ltd,Gujarat,Retail,872493.3405945934,985136.550140018,2.73662848894595,2,0.28,25.3,0,13.679111446613147,Micro,True,123600.0,0,27.6,0.06,0.65
Nova Enterprises Corp,Tamil Nadu,Retail,261187.79904183175,366972.52598981734,2.875335402200538,3,0.28,12.4,1,12.472998792776684,Micro,True,154500.0,0,22.0,0.06,0.65
Prime Enterprises Pvt Ltd,Gujarat,Logistics,1181108.4933564,1390307.3286018914,4.588581586175367,5,0.35,41.5,0,13.981964803292133,Small,True,123600.0,0,33.9,0.06,0.45
Sai Trading Ltd,Telangana,F&B,4254937.0915491395,5880929.53603121,15.342526086748425,4,0.55,98.1,0,15.263590770306594,Small,True,51500.0,0,72.4,0.06,0.45
Nova Systems Pvt Ltd,Delhi,Manufacturing,87833.71179001778,128415.98271872073,3.381635406553836,2,0.42,3.9,0,11.383212052176292,Micro,True,103000.0,0,15.1,0.04,0.65
Blue Trading Pvt Ltd,Karnataka,F&B,2193397.912326185,2599063.044350741,3.15132813559686,1,0.55,25.3,0,14.60096291342328,Small,True,144200.0,0,27.6,0.05,0.45
Lakshmi Logistics Pvt Ltd,West Bengal,Manufacturing,313364.29954475764,421145.1650804296,7.4339868962788,4,0.42,45.9,1,12.655124880198104,Micro,False,51500.0,0,35.3,0.08,0.65
Global Industries Ltd,Gujarat,Logistics,214854.42031952567,285634.737643982,8.420159330227508,5,0.35,54.7,1,12.277720617274603,Micro,True,123600.0,0,38.3,0.06,0.65
Blue Logistics LLP,Tamil Nadu,IT Services,1026810.128370074,1415763.0260668064,5.88245448098079,2,0.15,65.0,0,13.841968565834373,Small,True,154500.0,1,42.1,0.06,0.45
Apex Enterprises LLP,West Bengal,Logistics,56939.75141087784,70268.73637137549,5.691264063420466,4,0.35,13.3,1,10.949766557283027,Micro,False,51500.0,0,22.4,0.08,0.65
Royal Ventures Corp,Delhi,IT Services,568179.9428032306,716640.6965732942,5.547644645620669,3,0.15,53.9,0,13.250195208246712,Micro,True,103000.0,0,38.0,0.04,0.65
Prime Trading Corp,Karnataka,IT Services,19803330.58836812,29478460.424064513,4.482012552917287,6,0.15,84.2,0,16.80136074354909,Small,True,144200.0,0,52.3,0.05,0.45
Green Solutions Corp,Karnataka,Manufacturing,283327.599472214,359701.359079506,7.883657534339467,3,0.42,48.8,1,12.554362631913689,Micro,True,144200.0,0,36.3,0.05,0.65
Royal Tech Ltd,Uttar Pradesh,IT Services,1228325.6433056027,1628667.8167061275,6.17093795772891,3,0.15,69.0,0,14.021163348495715,Small,False,51500.0,1,44.0,0.09,0.45
Green Systems LLP,Telangana,Manufacturing,1813676.6300189344,2075539.804057731,9.4748108221751,5,0.42,82.4,0,14.41086718163682,Small,True,51500.0,0,51.1,0.06,0.45
Lakshmi Tech Corp,West Bengal,F&B,90839.32476792904,133258.5952420829,9.289653196435896,4,0.55,37.2,0,11.416858571377448,Micro,False,51500.0,0,32.4,0.08,0.65
Royal Tech Corp,Gujarat,Logistics,2851463.3845992656,3910740.099743574,9.025322829190364,4,0.35,85.8,0,14.863343239442608,Small,True,123600.0,0,53.4,0.06,0.45
Shree Tech Corp,Telangana,F&B,1092722.9416894729,1370292.5934923126,3.9121801177911246,2,0.55,22.6,0,13.90418416589762,Small,True,51500.0,0,26.7,0.06,0.45
Lakshmi Tech Pvt Ltd,Tamil Nadu,Construction,7275116.08009921,10492204.931612711,6.953519517100743,3,0.68,68.2,0,15.79997046437676,Small,True,154500.0,1,43.6,0.06,0.45
Sai Trading Corp,Uttar Pradesh,IT Services,2551675.1871174485,3086561.6342384396,5.047269204240703,6,0.15,68.8,0,14.752261029470352,Small,False,51500.0,1,43.9,0.09,0.45
Blue Tech Ltd,Karnataka,IT Services,13462780.969043106,20119750.878415633,4.534181491758428,2,0.15,81.1,0,16.41543954500316,Small,True,144200.0,0,50.5,0.05,0.45
Nova Solutions Ltd,West Bengal,Manufacturing,8134726.81317825,9879418.268281782,3.4345566521393303,4,0.42,54.2,0,15.91165283933898,Small,False,51500.0,0,38.1,0.08,0.45
Shree Solutions Corp,Delhi,IT Services,148295.72829861488,180849.7883309111,10.357757188432275,4,0.15,76.5,1,11.906970466511224,Micro,True,103000.0,0,47.6,0.04,0.65
Shree Ventures Pvt Ltd,Karnataka,IT Services,2674672.7124492717,3910895.1824365975,9.025265827034502,2,0.15,91.3,0,14.799337954218007,Small,True,144200.0,0,57.6,0.05,0.45
Green Systems Pvt Ltd,Gujarat,F&B,121217.15431277214,179285.14120987023,3.368943135620815,3,0.55,3.0,1,11.705347129459415,Micro,True,123600.0,0,13.7,0.06,0.65
Global Logistics Ltd,Gujarat,IT Services,1104111.4806878772,1234368.128333849,18.16035671256951,3,0.15,99.5,0,13.914552385310332,Small,True,123600.0,0,84.3,0.06,0.45
Royal Solutions Ltd,Uttar Pradesh,IT Services,5883792.871988524,6748621.161846721,6.352924874791083,2,0.15,84.5,0,15.587712328136828,Small,False,51500.0,0,52.5,0.09,0.45
Shree Enterprises Corp,Maharashtra,Retail,12715258.934815858,14822421.391667008,5.697899235669482,2,0.28,82.5,0,16.358313399792266,Small,True,226600.0,0,51.2,0.05,0.45
Royal Solutions Pvt Ltd,Delhi,F&B,1736285.82458814,2093594.1102988457,10.676301434374674,4,0.55,83.5,0,14.367259382091804,Small,True,103000.0,0,52.0,0.04,0.45
Lakshmi Logistics Pvt Ltd,Maharashtra,Manufacturing,9081830.987856774,11052997.820784738,8.888112948181615,2,0.42,91.1,0,16.021786491003684,Small,True,226600.0,0,57.2,0.05,0.45
Lakshmi Logistics Pvt Ltd,Rajasthan,IT Services,12107261.826933151,16141887.136580205,4.055114619131986,3,0.15,77.8,0,16.309316064129654,Small,False,51500.0,0,48.3,0.08,0.45
Sai Enterprises Ltd,Uttar Pradesh,Construction,1769194.8072824315,2398620.989230206,6.088485413410667,8,0.68,40.3,0,14.3860356551354,Small,False,51500.0,0,33.5,0.09,0.45
Lakshmi Trading Corp,Delhi,Manufacturing,6580328.081117773,9023104.784457246,5.818362302669863,7,0.42,71.4,0,15.699595314378854,Small,True,103000.0,1,45.1,0.04,0.45
Blue Ventures Pvt Ltd,Karnataka,Manufacturing,6059804.481172929,7211265.256719416,5.056675991223156,1,0.42,65.0,0,15.61718825871397,Small,True,144200.0,1,42.1,0.05,0.45
Royal Enterprises Pvt Ltd,Rajasthan,Construction,2002954.938110335,2244707.9775326145,3.655092928072735,1,0.68,20.7,0,14.510134616458089,Small,False,51500.0,0,25.9,0.08,0.45
Nova Systems LLP,Gujarat,Retail,447563.1101847686,630761.194629839,2.359936901486473,1,0.28,14.6,1,13.01157506941861,Micro,True,123600.0,0,23.0,0.06,0.65
Royal Tech Corp,Gujarat,F&B,750743.8952229103,898561.0619480832,6.229023845846339,4,0.55,37.6,1,13.528821186252577,Micro,True,123600.0,0,32.6,0.06,0.65
Sai Tech LLP,Uttar Pradesh,Construction,1607123.6673282087,2268227.23980964,2.962924154585354,2,0.68,13.3,0,14.289957219388448,Small,False,51500.0,0,22.4,0.09,0.45
Shree Tech Corp,West Bengal,Logistics,2999206.3041174538,4355745.608410553,4.3212321629272665,2,0.35,52.9,0,14.91385857975612,Small,False,51500.0,0,37.7,0.08,0.45
Prime Tech Ltd,Telangana,Construction,1873157.7302383855,2071585.1966220816,5.963165852593393,3,0.68,40.0,0,14.443136724358872,Small,True,51500.0,0,33.4,0.06,0.45
Royal Trading Corp,Maharashtra,F&B,100889.76883750009,136177.98034525255,2.684302639226623,6,0.55,1.6,1,11.521793713925476,Micro,True,226600.0,0,10.5,0.05,0.65
Royal Ventures Ltd,Uttar Pradesh,Construction,496394.8242193137,594450.49345379,6.489205279210093,4,0.68,28.1,1,13.115128920148509,Micro,False,51500.0,0,28.5,0.09,0.65
Blue Systems Pvt Ltd,Karnataka,F&B,682759.9099040244,995660.358114528,4.772916031371619,1,0.55,24.0,0,13.4339000185624,Micro,True,144200.0,0,27.2,0.05,0.65
Prime Industries LLP,Delhi,F&B,887601.6152432637,1316248.1701696257,3.0449088301830383,3,0.55,14.0,1,13.696279416457218,Micro,True,103000.0,0,22.7,0.04,0.65
Global Industries Ltd,Delhi,Construction,3126304.2638254506,4468149.4546228945,3.927211429532859,1,0.68,29.3,0,14.955362438370926,Small,True,103000.0,0,29.1,0.04,0.45
Royal Tech LLP,Karnataka,Construction,1152136.8108250636,1377363.281765993,4.127636706713787,2,0.68,18.6,0,13.957129740535493,Small,True,144200.0,0,24.7,0.05,0.45
Nova Ventures LLP,Delhi,Manufacturing,20188410.96468529,29397546.731720347,5.889706708748066,2,0.42,82.2,0,16.820619332648054,Medium,True,103000.0,0,51.0,0.04,0.25
Global Tech Ltd,Gujarat,IT Services,191648.6621256044,252911.5097136094,2.91663279333983,2,0.15,16.0,1,12.163424307830912,Micro,True,123600.0,0,23.6,0.06,0.65
Lakshmi Ventures LLP,Tamil Nadu,Manufacturing,471332.3907098512,651375.7709059851,4.532019379370143,1,0.42,24.9,0,13.063320958502896,Micro,True,154500.0,0,27.5,0.06,0.65
Global Ventures Corp,Uttar Pradesh,IT Services,1668057.498051881,2137125.1082969797,1.9817849065638955,1,0.15,34.8,0,14.327170932060373,Small,False,51500.0,0,31.3,0.09,0.45
Shree Ventures LLP,Karnataka,IT Services,3893008.692103037,4862944.536660511,6.657954628146911,3,0.15,83.0,0,15.174693116212673,Small,True,144200.0,0,51.5,0.05,0.45
Royal Ventures Pvt Ltd,West Bengal,Manufacturing,279779.38841686206,351596.26891240274,5.597483840715033,2,0.42,28.1,1,12.54176024732334,Micro,False,51500.0,0,28.5,0.08,0.65
Nova Logistics Ltd,Uttar Pradesh,F&B,4618172.624699125,6387307.051254611,7.1023247390786866,1,0.55,70.7,0,15.345509865569442,Small,False,51500.0,1,44.8,0.09,0.45
Apex Trading Ltd,Uttar Pradesh,Retail,926976.388785602,1262284.6321022543,6.809861567950219,3,0.28,64.0,1,13.739684452433464,Micro,False,51500.0,0,41.8,0.09,0.65
Blue Enterprises Corp,Maharashtra,Manufacturing,2130499.426514314,3161520.0088133565,5.201810142942044,4,0.42,51.9,0,14.571867452116551,Small,True,226600.0,0,37.4,0.05,0.45
Nova Industries Pvt Ltd,Maharashtra,Construction,7457038.990669168,10218366.375943683,2.6627233842978177,3,0.68,29.3,0,15.8246691093477,Small,True,226600.0,0,29.1,0.05,0.45
Sai Trading Corp,Telangana,Logistics,5023967.071247397,7038461.323739473,3.380033744897468,2,0.35,51.1,0,15.429730631864636,Small,True,51500.0,0,37.1,0.06,0.45
Nova Trading Corp,Tamil Nadu,Construction,875948.8373051647,1308051.398262984,3.0741347701312685,2,0.68,8.6,0,13.683064104928652,Micro,True,154500.0,0,19.7,0.06,0.65
Sai Industries Corp,Gujarat,IT Services,26279.078312985108,33157.62390340819,6.219589054731295,1,0.15,18.8,1,10.176566452540268,Micro,True,123600.0,0,24.8,0.06,0.65
Apex Solutions LLP,Delhi,Logistics,19231503.26961051,28313096.26277556,9.267428597073897,4,0.35,95.1,0,16.77206033965429,Small,True,103000.0,0,63.9,0.04,0.45
Sai Ventures Corp,Telangana,Logistics,960719.0302954996,1410517.0357489064,1.579500359576402,4,0.35,13.8,1,13.775438313868726,Micro,True,51500.0,0,22.6,0.06,0.65
Shree Systems Pvt Ltd,Uttar Pradesh,Construction,4429030.661727477,5874995.761813028,1.877927794655438,3,0.68,16.7,0,15.303691531610305,Small,False,51500.0,0,23.8,0.09,0.45
Global Solutions Corp,Tamil Nadu,Retail,676547.7960938527,836184.8831866574,8.836573775030784,1,0.28,75.5,0,13.424759854211754,Micro,True,154500.0,0,47.1,0.06,0.65
Global Solutions Ltd,Maharashtra,IT Services,929901.5164990536,1278412.2643662195,2.760993287725161,9,0.15,34.0,0,13.742835038666575,Micro,True,226600.0,0,31.0,0.05,0.65
Green Trading Ltd,Gujarat,Construction,4562746.461171173,5300568.610043355,3.730095172499582,2,0.68,32.4,0,15.333435513466968,Small,True,123600.0,0,30.3,0.06,0.45
Global Industries Pvt Ltd,Rajasthan,Construction,132120.4000902354,159822.0239987382,8.10746196646192,1,0.68,24.3,1,11.791476476559048,Micro,False,51500.0,0,27.3,0.08,0.65
Green Ventures Pvt Ltd,Maharashtra,Logistics,1604402.8481602543,2055036.4082895017,2.9490204083630265,2,0.35,31.5,0,14.28826281137943,Small,True,226600.0,0,29.9,0.05,0.45
Blue Solutions Ltd,Karnataka,IT Services,4533150.975086099,5754085.275377092,9.797639885399398,1,0.15,94.6,0,15.326928055742217,Small,True,144200.0,0,62.9,0.05,0.45
Apex Industries Ltd,West Bengal,Manufacturing,237274.58178856547,296765.9257508187,4.301947310294823,2,0.42,15.0,0,12.37697753695466,Micro,False,51500.0,0,23.2,0.08,0.65
Royal Ventures Ltd,Telangana,F&B,91659.80043625008,104651.53638132286,4.102033960610114,4,0.55,3.7,0,11.425850090691908,Micro,True,51500.0,0,14.8,0.06,0.65
Lakshmi Solutions Corp,Uttar Pradesh,IT Services,755123.7429294075,1099555.1510464333,3.729294165415123,2,0.15,39.2,1,13.534638237006495,Micro,False,51500.0,0,33.2,0.09,0.65
Lakshmi Enterprises Pvt Ltd,Uttar Pradesh,IT Services,4039815.9332310017,6010394.225272562,5.207000308205818,2,0.15,74.6,0,15.21170993535396,Small,False,51500.0,1,46.7,0.09,0.45
Global Trading Pvt Ltd,Uttar Pradesh,F&B,3617632.656185813,4362528.071414413,8.98077646181304,4,0.55,80.3,0,15.1013306839195,Small,False,51500.0,0,49.9,0.09,0.45
Green Systems LLP,Karnataka,Construction,528158.9579821705,596473.3107016823,4.641551914600094,4,0.68,13.5,1,13.1771544675319,Micro,True,144200.0,0,22.5,0.05,0.65
Shree Trading Pvt Ltd,West Bengal,Construction,188975.3587687594,221162.3889626794,3.457392308385643,1,0.68,2.7,0,12.149377200338307,Micro,False,51500.0,0,13.3,0.08,0.65
Royal Tech LLP,Telangana,F&B,6485898.5908482345,9148073.035814911,7.864008749788149,4,0.55,79.2,0,15.685141084824272,Small,True,51500.0,0,49.1,0.06,0.45
Nova Systems Ltd,West Bengal,Manufacturing,167982.8972064774,214129.67261737428,7.856941036133148,2,0.42,40.6,0,12.03162340383005,Micro,False,51500.0,0,33.6,0.08,0.65
Green Solutions Corp,Maharashtra,IT Services,267314.60815403017,335827.3794029961,10.38988891621887,4,0.15,81.6,1,12.496185292319128,Micro,True,226600.0,0,50.7,0.05,0.65
Lakshmi Logistics Ltd,Telangana,Manufacturing,5291396.5858976,7437613.764099462,3.180092649963738,1,0.42,45.0,0,15.481592962872904,Small,True,51500.0,0,35.1,0.06,0.45
Lakshmi Enterprises Corp,Delhi,Retail,1138430.527806776,1448502.8307942138,14.280014205094476,2,0.28,96.9,0,13.945162020215092,Small,True,103000.0,0,68.3,0.04,0.45
Apex Systems Ltd,Maharashtra,Logistics,2901058.7133188895,3391217.118114198,5.354749762846748,4,0.35,61.9,0,14.880586646593487,Small,True,226600.0,1,41.0,0.05,0.45
Global Trading Corp,Delhi,Logistics,308969.81665451324,451957.8707358544,4.872598978245999,3,0.35,27.1,0,12.641002106935945,Micro,True,103000.0,0,28.1,0.04,0.65
Shree Logistics Corp,Maharashtra,Construction,794984.2717421353,1178664.0101651477,3.238238822670593,3,0.68,8.7,1,13.586078867354336,Micro,True,226600.0,0,19.8,0.05,0.65
Blue Trading Pvt Ltd,Uttar Pradesh,Logistics,767332.7989666963,1134230.328766846,3.042909476366861,1,0.35,22.1,0,13.550677186415866,Micro,False,51500.0,0,26.5,0.09,0.65
Sai Systems Corp,Karnataka,Logistics,1974837.0126139713,2371921.146352643,6.858118981705833,3,0.35,69.5,0,14.495996934023989,Small,True,144200.0,1,44.2,0.05,0.45
Prime Solutions LLP,West Bengal,Manufacturing,60415.92813375867,81757.41546805725,5.771836571949072,3,0.42,11.2,1,11.009024611770624,Micro,False,51500.0,0,21.3,0.08,0.65
Prime Industries Pvt Ltd,Delhi,F&B,534141.9417317194,790842.7988595469,2.276757813564205,5,0.55,6.1,1,13.188418763267668,Micro,True,103000.0,0,17.5,0.04,0.65
Sai Solutions Pvt Ltd,Telangana,Retail,1738447.497261664,2229458.3630991224,7.767221630939766,5,0.28,77.5,0,14.368503605177692,Small,True,51500.0,0,48.2,0.06,0.45
Blue Systems Ltd,Rajasthan,IT Services,388730.6268864399,428181.5143704044,6.257849716647336,3,0.15,55.2,1,12.870644479330243,Micro,False,51500.0,0,38.5,0.08,0.65
Lakshmi Industries LLP,Delhi,Logistics,96706.03028601376,143940.05835220547,4.503975013056378,2,0.35,10.6,0,11.479441380825753,Micro,True,103000.0,0,21.0,0.04,0.65
Sai Trading Pvt Ltd,Karnataka,Retail,2053270.45570761,2559744.25464144,5.1668676098083175,4,0.28,59.9,0,14.534944911180183,Small,True,144200.0,1,40.2,0.05,0.45
Shree Systems LLP,Rajasthan,Retail,2111775.3382525104,2376183.7838878096,4.478346275881162,4,0.28,53.9,0,14.56304001775182,Small,False,51500.0,0,38.0,0.08,0.45
Global Solutions Ltd,Gujarat,F&B,1127012.2000054463,1344285.9302452728,5.715442903242921,4,0.55,38.4,0,13.935081505469247,Small,True,123600.0,0,32.9,0.06,0.45
Sai Trading Corp,Gujarat,Manufacturing,1205862.0454289438,1435617.757711438,0.6375647116524294,2,0.42,7.8,0,14.002706088816536,Small,True,123600.0,0,19.0,0.06,0.45
Prime Systems LLP,Tamil Nadu,Construction,252898.86560342085,321898.1444941638,1.457266275730155,3,0.68,0.6,1,12.440748901236091,Micro,True,154500.0,0,8.0,0.06,0.65
Sai Enterprises Corp,Telangana,Manufacturing,6053555.348908287,7629752.815749232,3.466851876551891,3,0.42,50.0,0,15.616156483570672,Small,True,51500.0,0,36.7,0.06,0.45
Sai Logistics Ltd,Tamil Nadu,Construction,1031333.2380513088,1296771.800770527,7.508693035804257,2,0.68,46.9,0,13.846363898678046,Small,True,154500.0,0,35.7,0.06,0.45
Nova Logistics LLP,West Bengal,Manufacturing,2825119.535829834,3815747.8082834487,5.494281297665319,2,0.42,59.0,0,14.854061589202828,Small,False,51500.0,1,39.8,0.08,0.45
Global Systems LLP,Telangana,Construction,8814816.457868015,12042466.55057159,4.121075062363678,2,0.68,44.2,0,15.991944665473545,Small,True,51500.0,0,34.9,0.06,0.45
Nova Industries LLP,Uttar Pradesh,F&B,4127007.004179883,4657577.00739488,6.471471626546408,4,0.55,65.0,0,15.233063248199734,Small,False,51500.0,1,42.1,0.09,0.45
Sai Logistics Corp,Uttar Pradesh,Construction,4719747.169283936,5803887.417588057,3.272509482153099,3,0.68,28.8,0,15.367266002173096,Small,False,51500.0,0,28.9,0.09,0.45
Royal Ventures Pvt Ltd,Delhi,F&B,214282.67403511188,257587.59250204143,7.6560032305124945,2,0.55,34.5,1,12.27505599580232,Micro,True,103000.0,0,31.2,0.04,0.65
Global Enterprises Pvt Ltd,Rajasthan,Manufacturing,1029023.3770520942,1433865.1921982905,8.312667157490417,4,0.42,69.6,0,13.84412170457649,Small,False,51500.0,1,44.3,0.08,0.45
Lakshmi Solutions LLP,Uttar Pradesh,F&B,26841.313471350677,36748.039938300026,7.764870028297869,3,0.55,10.8,0,10.197734782279792,Micro,False,51500.0,0,21.1,0.09,0.65
Blue Industries Pvt Ltd,Rajasthan,Logistics,6387987.245352761,8313921.31072625,4.1070869816466535,2,0.35,61.3,0,15.669929948201505,Small,False,51500.0,1,40.8,0.08,0.45
Lakshmi Ventures Ltd,West Bengal,Manufacturing,246154.93375043423,353671.31815266435,11.502997098559517,3,0.42,76.9,0,12.413720491133596,Micro,False,51500.0,0,47.9,0.08,0.65
Green Solutions LLP,Maharashtra,IT Services,5757046.910275073,6966427.513849567,12.065258093314812,4,0.15,98.0,0,15.56593538571383,Small,True,226600.0,0,71.8,0.05,0.45
Royal Solutions Pvt Ltd,Rajasthan,Logistics,965427.1887175442,1295079.8421007206,4.359331240411226,2,0.35,36.4,0,13.780327000785295,Micro,False,51500.0,0,32.1,0.08,0.65
Green Enterprises Pvt Ltd,Rajasthan,Construction,2705902.589961166,3870972.1674991874,9.39476989395462,4,0.68,75.0,0,14.810946458830264,Small,False,51500.0,1,46.9,0.08,0.45
Royal Tech Corp,West Bengal,Construction,1642761.9801839213,2408069.0034329444,12.389102596022202,1,0.68,87.6,0,14.31189012622573,Small,False,51500.0,0,54.6,0.08,0.45
Royal Logistics Corp,Delhi,Construction,2550229.502580866,2982695.179062992,3.889689020503883,4,0.68,26.5,0,14.75169430621836,Small,True,103000.0,0,27.9,0.04,0.45
Shree Ventures Corp,Delhi,Retail,3859616.945999417,4560636.1743711755,7.242043064792253,2,0.28,81.1,0,15.166078758822035,Small,True,103000.0,0,50.5,0.04,0.45
Shree Logistics Corp,Maharashtra,Logistics,1733817.8981340528,2493188.5550283743,5.3661972589038225,4,0.35,55.2,0,14.36583698919235,Small,True,226600.0,1,38.5,0.05,0.45
Apex Logistics LLP,Karnataka,F&B,4056682.117822665,4983642.376503427,5.9212296735583685,3,0.55,59.6,0,15.21587623162575,Small,True,144200.0,1,40.1,0.05,0.45
Prime Ventures Pvt Ltd,Tamil Nadu,F&B,335659.5653562412,403120.091774868,9.4948875608893,3,0.55,58.7,0,12.723855706172976,Micro,True,154500.0,1,39.7,0.06,0.65
Apex Logistics LLP,Telangana,Manufacturing,681275.3593369217,971221.7851793844,8.244180909032218,3,0.42,64.7,0,13.431723316815708,Micro,True,51500.0,1,42.0,0.06,0.65
Blue Trading Corp,Rajasthan,IT Services,11034976.222691951,15323740.19492183,7.155992071054919,2,0.15,92.0,0,16.216580533574056,Small,False,51500.0,0,58.4,0.08,0.45
Nova Solutions Corp,Telangana,IT Services,533946.7306111722,753610.9417748853,5.460929552105558,3,0.15,51.9,1,13.18805323040089,Micro,True,51500.0,0,37.4,0.06,0.65
Blue Enterprises Corp,Tamil Nadu,F&B,429734.5834100227,612191.8137436761,6.235095171451784,2,0.55,31.5,0,12.97092537622521,Micro,True,154500.0,0,29.9,0.06,0.65
Nova Solutions Pvt Ltd,Tamil Nadu,Retail,7657949.282518088,9857498.750137623,7.051900353313075,5,0.28,85.5,0,15.851254918770318,Small,True,154500.0,0,53.3,0.06,0.45
Shree Tech LLP,Rajasthan,Construction,138772.03139072936,170500.21720891824,6.954498441888637,6,0.68,16.4,0,11.84059500983879,Micro,False,51500.0,0,23.7,0.08,0.65
Shree Ventures Ltd,Tamil Nadu,F&B,2288769.1404928337,2902039.8795882408,11.204864361343752,4,0.55,88.4,0,14.643525174710549,Small,True,154500.0,0,55.2,0.06,0.45
Nova Enterprises Corp,Tamil Nadu,F&B,2937849.7374883634,4195909.162536024,2.51242272667073,3,0.55,23.2,0,14.89318883030298,Small,True,154500.0,0,26.9,0.06,0.45
Prime Solutions LLP,Delhi,Manufacturing,521214.9554322611,573361.1867762556,5.176935788966041,4,0.42,32.2,1,13.163919736642738,Micro,True,103000.0,0,30.2,0.04,0.65
Shree Tech Pvt Ltd,Telangana,F&B,876438.1711938949,1136298.1540788943,7.607305835446359,3,0.55,54.2,0,13.683622581270464,Micro,True,51500.0,0,38.1,0.06,0.65
Shree Trading Pvt Ltd,Delhi,Retail,389004.4534848128,555044.7721241524,3.7764903223402273,3,0.28,23.7,0,12.87134864174348,Micro,True,103000.0,0,27.1,0.04,0.65
Sai Systems Corp,Gujarat,IT Services,3227122.28077265,4204604.0634033475,5.2329032288788335,3,0.15,72.4,0,14.987101673208834,Small,True,123600.0,1,45.7,0.06,0.45
Royal Logistics Pvt Ltd,Telangana,Retail,1440943.3168190755,2042203.325367511,3.0038340011972053,1,0.28,34.3,0,14.180809232194145,Small,True,51500.0,0,31.1,0.06,0.45
Royal Industries Ltd,Tamil Nadu,Construction,1659032.782098193,2090776.4035070268,3.5664900174318905,3,0.68,18.3,0,14.321745931893648,Small,True,154500.0,0,24.6,0.06,0.45
Prime Enterprises Pvt Ltd,Karnataka,F&B,348799.0161638061,450437.77425011696,3.423116078111557,2,0.55,8.0,1,12.762254017358147,Micro,True,144200.0,0,19.2,0.05,0.65
Apex Systems LLP,Uttar Pradesh,Logistics,100000000.0,114690870.78215642,9.05327023972072,3,0.35,97.8,0,18.420680753952364,Medium,False,51500.0,0,71.5,0.09,0.25
Prime Logistics Ltd,Delhi,F&B,2236827.3772805794,2620404.012524507,13.453739867733704,3,0.55,94.5,0,14.620569517493632,Small,True,103000.0,0,62.7,0.04,0.45
Global Enterprises Ltd,Karnataka,Retail,4708800.729061169,5566287.524234263,8.119613688943986,2,0.28,87.3,0,15.364944023659111,Small,True,144200.0,0,54.5,0.05,0.45
Green Systems LLP,West Bengal,Retail,3042805.456085079,4507802.422582297,7.722518000062449,3,0.28,82.1,0,14.928290823860978,Small,False,51500.0,0,50.9,0.08,0.45
Sai Logistics LLP,Karnataka,Manufacturing,6658829.267372457,8377408.246208536,2.259341135647233,2,0.42,38.8,0,15.711454391561183,Small,True,144200.0,0,33.1,0.05,0.45
Blue Logistics Corp,Delhi,IT Services,182094.83777420703,242144.8902903912,7.326279467688246,4,0.15,54.7,1,12.112288408640678,Micro,True,103000.0,0,38.3,0.04,0.65
Green Industries Corp,Tamil Nadu,Logistics,2949519.0161262653,3310499.5078958496,9.756899573387336,4,0.35,89.7,0,14.897153008680004,Small,True,154500.0,0,56.1,0.06,0.45
Lakshmi Trading Ltd,Gujarat,IT Services,1237435.0216936674,1584957.364982122,5.808875655025241,4,0.15,66.3,0,14.02855207244703,Small,True,123600.0,1,42.8,0.06,0.45
Green Trading Pvt Ltd,Telangana,Manufacturing,8868779.245251188,12258187.909985395,7.656828898393076,1,0.42,84.9,0,15.998047830201934,Small,True,51500.0,0,52.9,0.06,0.45
