COMPANY_NAME,STATE,INDUSTRY,AGE_YEARS,AUTHORIZED_CAP_INR,DIRECTOR_COUNT,IS_METRO,SECTOR_RISK_SCORE,CAPITAL_TIER,CREDIT_SCORE,DEFAULT_RISK,IS_OPPORTUNITY
Muzaffarpur Agro Pvt Ltd,Bihar,F&B,1.94,7819285.73,2,0,0.55,Small,49.47,1,0
Anand Fabricators Pvt Ltd,Karnataka,Manufacturing,1.57,1036941.11,2,1,0.48,Small,46.21,1,0
MP Infra Pvt Ltd,Madhya Pradesh,Construction,3.58,132345.91,2,1,0.65,Micro,48.35,1,0
Reddy Kitchen Pvt Ltd,West Bengal,F&B,2.06,50000.0,2,1,0.55,Micro,37.74,1,0
Hegde Kitchen & Sons,West Bengal,F&B,10.39,2285268.79,3,0,0.55,Small,60.49,0,0
Secunderabad Solutions & Co,Telangana,IT Services,13.07,258907.52,2,1,0.2,Micro,87.52,0,1
WB Bose Enterprises,West Bengal,IT Services,7.61,1038563.27,2,1,0.2,Small,84.95,0,1
Bose Mart Enterprises,Uttar Pradesh,Retail,8.05,895620.38,5,0,0.32,Micro,90.04,0,1
Konkan Forge & Co,Maharashtra,Manufacturing,1.64,1286895.82,2,1,0.48,Small,48.8,1,0
Konkan Movers Enterprises,Maharashtra,Logistics,10.0,1311867.86,2,0,0.38,Small,69.01,0,1
Kochi Cargo & Sons,Kerala,Logistics,0.71,291674.68,2,0,0.38,Micro,45.87,1,0
Kanpur Agarwal Pvt Ltd,Uttar Pradesh,Construction,8.35,47040397.31,3,0,0.65,Medium,72.42,0,0
Vijayawada Kapoor Pvt Ltd,Andhra Pradesh,Construction,6.73,1944650.07,2,0,0.65,Small,42.09,1,0
Malhotra Constructions & Sons,Delhi,Construction,1.07,226052.57,3,0,0.65,Micro,41.65,1,0
Konkan Traders & Sons,Maharashtra,Retail,2.71,259372.74,2,1,0.32,Micro,45.11,1,0
MH Forge Pvt Ltd,Maharashtra,Manufacturing,3.69,849354.45,2,1,0.48,Micro,52.8,0,0
UP Mehta LLP,Uttar Pradesh,Retail,8.39,227157.93,2,1,0.32,Micro,74.71,0,1
Gupta Bazaar Enterprises,Delhi,Retail,10.0,74958.92,7,1,0.32,Micro,85.65,0,1
Deccan Retail Co LLP,Karnataka,Retail,8.77,1202678.22,2,1,0.32,Small,77.09,0,1
Capital Commerce Pvt Ltd,Delhi,Retail,3.04,2520828.18,2,1,0.32,Small,63.68,0,0
Mehta Transport LLP,Maharashtra,Logistics,15.6,172028.18,3,1,0.38,Micro,77.74,0,1
Ahmedabad Sharma Pvt Ltd,Gujarat,F&B,14.56,1912679.82,5,1,0.55,Small,80.11,0,0
Hubli Iyer Pvt Ltd,Karnataka,IT Services,7.92,294970.06,2,0,0.2,Micro,69.3,0,1
AP Reddy Enterprises,Andhra Pradesh,Manufacturing,6.18,3514061.33,3,0,0.48,Small,61.03,0,0
Deccan Malhotra Pvt Ltd,Karnataka,Logistics,14.66,14912186.44,6,0,0.38,Medium,81.74,0,0
Verma Emporium Enterprises,Delhi,Retail,11.08,1274153.02,3,1,0.32,Small,78.19,0,1
Agarwal Freight Enterprises,Maharashtra,Logistics,1.41,6431360.7,2,1,0.38,Small,53.25,0,0
MH Naidu Enterprises,Maharashtra,Retail,8.28,62652.67,2,0,0.32,Micro,50.81,0,0
TN Hegde Pvt Ltd,Tamil Nadu,Manufacturing,10.61,323512.76,7,1,0.48,Micro,80.09,0,1
Delhi Cargo Pvt Ltd,Delhi,Logistics,1.32,5250000.98,3,1,0.38,Small,62.36,0,0
Vadodara Pillai Enterprises,Gujarat,IT Services,0.89,449972.34,2,1,0.2,Micro,58.0,0,0
Naidu Technologies Pvt Ltd,Karnataka,IT Services,4.96,167527.98,2,1,0.2,Micro,60.54,0,0
RJ Freight Pvt Ltd,Rajasthan,Logistics,13.14,1251080.86,2,0,0.38,Small,74.27,0,1
Anand Developers & Co,Madhya Pradesh,Construction,2.08,4317446.46,2,0,0.65,Small,27.99,1,0
Venkat Bazaar Pvt Ltd,West Bengal,Retail,5.44,2775247.86,3,0,0.32,Small,62.09,0,0
Konkan Nair Pvt Ltd,Maharashtra,Manufacturing,0.64,126546.9,2,0,0.48,Micro,43.27,1,0
DL Anand LLP,Delhi,Manufacturing,6.9,50636311.59,3,1,0.48,Medium,72.14,0,0
Pune Verma LLP,Maharashtra,Construction,8.85,3657162.32,2,1,0.65,Small,47.99,1,0
Jain Beverages Pvt Ltd,Karnataka,F&B,5.68,68476.33,2,0,0.55,Micro,52.75,0,0
HP Mfg Co Pvt Ltd,Himachal Pradesh,Manufacturing,2.74,208222.42,2,0,0.48,Micro,35.21,1,0
Mumbai Patel Enterprises,Maharashtra,Manufacturing,8.36,64873755.68,3,0,0.48,Medium,74.2,0,0
Rohini Jain Pvt Ltd,Delhi,Construction,2.91,2117178.13,2,1,0.65,Small,47.12,1,0
Iyer Cargo Pvt Ltd,Uttar Pradesh,Logistics,13.83,65537.9,2,0,0.38,Micro,55.91,0,0
Jaipur Mart LLP,Rajasthan,Retail,2.32,220043.32,2,0,0.32,Micro,36.56,1,0
Ahmedabad Technologies Pvt Ltd,Gujarat,IT Services,6.62,703470.31,3,0,0.2,Micro,70.58,0,1
Mehta Kitchen & Sons,Maharashtra,F&B,6.24,50000.0,3,1,0.55,Micro,41.34,1,0
Chennai Iyer LLP,Tamil Nadu,F&B,2.03,50000.0,2,1,0.55,Micro,27.95,1,0
NCR Sharma Pvt Ltd,Delhi,IT Services,0.91,2110531.08,3,1,0.2,Small,73.69,0,1
Nashik Kapoor Pvt Ltd,Maharashtra,Manufacturing,11.54,1155194.56,2,1,0.48,Small,62.18,0,0
Hegde Transport Pvt Ltd,Tamil Nadu,Logistics,14.76,422889.84,2,1,0.38,Micro,87.52,0,1
Mumbai Solutions Pvt Ltd,Maharashtra,IT Services,1.99,237783.71,2,1,0.2,Micro,49.65,1,0
Pune Kumar LLP,Maharashtra,Construction,0.87,30536144.7,2,1,0.65,Medium,40.17,1,0
Coimbatore Hegde LLP,Tamil Nadu,Retail,4.8,3434546.01,2,0,0.32,Small,61.78,0,0
Menon Infosystems & Sons,Maharashtra,IT Services,2.27,1768075.62,3,1,0.2,Small,69.16,0,1
Das Works & Co,Gujarat,Manufacturing,7.32,250235.26,3,0,0.48,Micro,64.36,0,0
RJ Industries Pvt Ltd,Rajasthan,Manufacturing,2.79,52273850.51,2,1,0.48,Medium,50.11,0,0
Anand Infosystems & Sons,Andhra Pradesh,IT Services,15.29,526848.12,2,1,0.2,Micro,82.97,0,1
Mysore Forge LLP,Karnataka,Manufacturing,10.63,315098.02,2,1,0.48,Micro,71.34,0,1
Pune Kapoor Pvt Ltd,Maharashtra,Logistics,3.46,50000.0,2,1,0.38,Micro,60.79,0,0
Konkan Technologies Pvt Ltd,Maharashtra,IT Services,2.5,10743799.06,2,1,0.2,Medium,58.05,0,0
Lucknow Anand LLP,Uttar Pradesh,IT Services,4.55,180958.37,2,0,0.2,Micro,52.73,0,0
Udaipur Mfg Co Pvt Ltd,Rajasthan,Manufacturing,9.95,3605977.95,2,0,0.48,Small,57.48,0,0
Pune Stores LLP,Maharashtra,Retail,3.79,50000.0,2,0,0.32,Micro,46.57,1,0
Jain Constructions Pvt Ltd,Punjab,Construction,2.83,9313069.39,2,0,0.65,Small,35.43,1,0
Pune Bose Enterprises,Maharashtra,F&B,1.82,268703.97,2,1,0.55,Micro,45.83,1,0
Vadodara Reddy LLP,Gujarat,Construction,0.89,410738.97,2,1,0.65,Micro,33.89,1,0
Mehta Traders LLP,Rajasthan,Retail,16.48,6085466.9,2,0,0.32,Small,86.99,0,0
Gwalior Shetty & Sons,Madhya Pradesh,Construction,10.0,53094901.93,2,1,0.65,Medium,71.65,0,0
Jaipur Couriers Pvt Ltd,Rajasthan,Logistics,6.46,1040915.39,2,0,0.38,Small,55.32,0,0
Vizag Shah Enterprises,Andhra Pradesh,Retail,8.75,1226353.5,6,0,0.32,Small,82.94,0,1
Chennai Sharma Enterprises,Tamil Nadu,IT Services,20.23,50000.0,5,1,0.2,Micro,86.81,0,1
Godavari Cybertech Enterprises,Andhra Pradesh,IT Services,6.43,50000.0,2,0,0.2,Micro,56.04,0,0
Konkan Manufacturing & Co,Maharashtra,Manufacturing,13.75,24964753.63,2,0,0.48,Medium,80.28,0,0
Faridabad Venkat & Sons,Haryana,Logistics,5.65,918961.7,2,0,0.38,Micro,49.82,1,0
Hegde Traders Enterprises,Gujarat,Retail,2.92,85499.9,3,0,0.32,Micro,63.27,0,0
Sharma Forge LLP,Andhra Pradesh,Manufacturing,18.91,6252744.43,3,1,0.48,Small,89.4,0,0
Das Retail Co Enterprises,Delhi,Retail,8.3,151795.41,3,1,0.32,Micro,82.09,0,1
Jain Fabricators Pvt Ltd,Uttar Pradesh,Manufacturing,3.14,363253.28,2,0,0.48,Micro,41.17,1,0
Ahmedabad Jain Pvt Ltd,Gujarat,Retail,1.7,101722.18,2,1,0.32,Micro,49.54,1,0
Jodhpur Nutrition LLP,Rajasthan,F&B,4.22,949269.02,2,0,0.55,Micro,49.21,1,0
Pillai Foods Pvt Ltd,Maharashtra,F&B,10.54,1408610.65,2,0,0.55,Small,50.03,0,0
Sharma Freight LLP,Maharashtra,Logistics,5.77,1949987.27,2,1,0.38,Small,58.36,0,0
KA Jain Pvt Ltd,Karnataka,Retail,2.14,632571.83,3,1,0.32,Micro,65.31,0,1
Pune Stores LLP,Maharashtra,Retail,4.5,404591.76,2,1,0.32,Micro,56.9,0,0
Bhopal Agro & Co,Madhya Pradesh,F&B,9.44,588395.47,2,0,0.55,Micro,49.63,1,0
Gowda Bazaar & Co,Karnataka,Retail,14.13,156618.15,2,1,0.32,Micro,65.79,0,1
JH Malhotra Pvt Ltd,Jharkhand,Retail,4.76,270546.21,2,0,0.32,Micro,52.63,0,0
Menon Solutions LLP,Tamil Nadu,IT Services,4.12,1380119.25,2,0,0.2,Small,65.55,0,1
Sharma Logistics Enterprises,Karnataka,Logistics,11.45,632297.85,2,1,0.38,Micro,62.56,0,0
Tirupati Agarwal Enterprises,Andhra Pradesh,Logistics,14.19,1517776.97,3,0,0.38,Small,79.18,0,1
Menon Agro LLP,Uttar Pradesh,F&B,5.4,1603231.67,2,0,0.55,Small,44.82,1,0
Kapoor Commerce Pvt Ltd,Delhi,Retail,8.56,50000.0,7,1,0.32,Micro,77.21,0,1
Surat Movers Pvt Ltd,Gujarat,Logistics,5.33,653045.25,3,1,0.38,Micro,70.86,0,1
Ajmer Foods LLP,Rajasthan,F&B,7.93,50000.0,7,1,0.55,Micro,80.06,0,0
KA Rao Pvt Ltd,Karnataka,F&B,2.08,273466.54,2,0,0.55,Micro,41.99,1,0
Dibrugarh Freight & Co,Assam,Logistics,12.54,529747.61,2,0,0.38,Micro,65.41,0,1
Ranchi Chopra Enterprises,Jharkhand,Logistics,2.51,2631174.44,2,0,0.38,Small,58.99,0,0
Varanasi Retail Co Pvt Ltd,Uttar Pradesh,Retail,10.0,478833.88,2,0,0.32,Micro,71.49,0,1
Deccan Realty Enterprises,Karnataka,Construction,17.66,6062200.08,2,1,0.65,Small,60.92,0,0
Lucknow InfoServ Pvt Ltd,Uttar Pradesh,IT Services,6.42,84867.62,3,0,0.2,Micro,61.69,0,0
Mumbai Realty & Sons,Maharashtra,Construction,5.09,222902.77,2,1,0.65,Micro,48.54,1,0
MH Engineering & Sons,Maharashtra,Manufacturing,8.94,409868.89,2,1,0.48,Micro,64.36,0,0
Mysore Freight Pvt Ltd,Karnataka,Logistics,1.47,1050332.76,2,1,0.38,Small,45.38,1,0
DL Pillai Pvt Ltd,Delhi,IT Services,14.94,3002796.41,5,1,0.2,Small,95.39,0,1
Gwalior Movers Pvt Ltd,Madhya Pradesh,Logistics,2.26,529180.6,3,0,0.38,Micro,50.15,0,0
RJ Malhotra & Co,Rajasthan,Logistics,7.61,303660.75,2,1,0.38,Micro,62.1,0,0
Howrah InfoServ Enterprises,West Bengal,IT Services,2.16,4721476.26,2,0,0.2,Small,61.25,0,0
Coimbatore Kumar Pvt Ltd,Tamil Nadu,Manufacturing,1.7,104701.84,3,1,0.48,Micro,57.11,0,0
Hegde Realty Enterprises,Tamil Nadu,Construction,9.21,1246604.24,2,0,0.65,Small,53.78,0,0
TN Chopra Pvt Ltd,Tamil Nadu,Manufacturing,1.24,3432097.31,2,1,0.48,Small,53.49,0,0
Solan Mfg Co LLP,Himachal Pradesh,Manufacturing,2.16,755692.22,2,0,0.48,Micro,35.53,1,0
Pillai Digital & Co,Maharashtra,IT Services,4.32,185013.09,3,1,0.2,Micro,68.07,0,1
Verma Movers Enterprises,Madhya Pradesh,Logistics,0.71,487077.27,2,0,0.38,Micro,53.25,0,0
Ahmedabad Solutions Pvt Ltd,Gujarat,IT Services,8.6,215848.17,2,1,0.2,Micro,74.44,0,1
Singh Fabricators Enterprises,Delhi,Manufacturing,1.17,50000.0,3,1,0.48,Micro,43.39,1,0
Jaipur Realty & Co,Rajasthan,Construction,15.97,226025747.67,5,0,0.65,Large,76.3,0,0
Shetty Industries Pvt Ltd,Delhi,Manufacturing,13.19,113785.84,2,0,0.48,Micro,68.38,0,1
MP Singh Pvt Ltd,Madhya Pradesh,IT Services,5.13,75688.13,2,1,0.2,Micro,66.45,0,1
Hegde Commerce Enterprises,Haryana,Retail,7.68,314849.11,2,0,0.32,Micro,59.45,0,0
Madurai Movers & Co,Tamil Nadu,Logistics,15.01,50000.0,3,0,0.38,Micro,87.53,0,1
Bose Logistics Pvt Ltd,Karnataka,Logistics,0.97,4125583.58,2,1,0.38,Small,43.89,1,0
Surat Naidu LLP,Gujarat,F&B,14.81,62271718.19,5,1,0.55,Medium,87.67,0,0
Panipat Kitchen Enterprises,Haryana,F&B,11.09,50000.0,3,1,0.55,Micro,76.63,0,0
Hubli Mehta & Co,Karnataka,Manufacturing,6.08,194833.08,2,1,0.48,Micro,56.27,0,0
Varanasi Bose & Co,Uttar Pradesh,Retail,3.28,777195.88,3,0,0.32,Micro,69.08,0,1
Lucknow Menon & Co,Uttar Pradesh,Retail,4.75,1505843.52,3,0,0.32,Small,58.74,0,0
Gowda Technologies & Sons,Rajasthan,IT Services,16.89,1326240.84,2,0,0.2,Small,79.93,0,1
Nashik Shah Pvt Ltd,Maharashtra,Retail,4.46,122535.68,2,1,0.32,Micro,59.26,0,0
Ajmer Mehta Pvt Ltd,Rajasthan,Logistics,11.73,498644.68,2,0,0.38,Micro,55.74,0,0
Menon Works & Co,Haryana,Manufacturing,1.92,120694.76,4,1,0.48,Micro,61.67,0,0
Hubli Works Pvt Ltd,Karnataka,Manufacturing,3.63,3445864.68,2,1,0.48,Small,51.63,0,0
Kumar Infosystems Pvt Ltd,Karnataka,IT Services,9.05,50000.0,2,1,0.2,Micro,69.0,0,1
Hazaribagh Nair Pvt Ltd,Jharkhand,Logistics,7.38,29342112.99,3,0,0.38,Medium,80.59,0,0
Deccan Shetty Pvt Ltd,Karnataka,Retail,1.52,593455.31,3,1,0.32,Micro,59.86,0,0
Bhopal Digital LLP,Madhya Pradesh,IT Services,12.83,1590485.08,2,1,0.2,Small,84.16,0,1
Delhi Naidu Enterprises,Delhi,F&B,0.58,143999.01,2,1,0.55,Micro,39.33,1,0
Bengaluru Iyer LLP,Karnataka,IT Services,6.44,6454348.26,2,0,0.2,Small,72.27,0,0
Indore Singh Pvt Ltd,Madhya Pradesh,Logistics,5.68,136864.0,2,1,0.38,Micro,50.98,0,0
NCR Digital Pvt Ltd,Delhi,IT Services,0.9,6297201.03,2,1,0.2,Small,57.95,0,0
Pillai Agro Pvt Ltd,Delhi,F&B,12.58,141910.27,3,1,0.55,Micro,76.44,0,0
Kapoor Cargo & Sons,Tamil Nadu,Logistics,18.77,1295257.79,2,0,0.38,Small,64.88,0,0
Surat Chopra & Co,Gujarat,Retail,5.0,1029697.93,2,1,0.32,Small,55.27,0,0
Mumbai Movers LLP,Maharashtra,Logistics,2.28,5397781.11,2,1,0.38,Small,54.26,0,0
Madurai Bose & Sons,Tamil Nadu,Manufacturing,7.08,50000.0,3,0,0.48,Micro,70.41,0,1
Patna Kumar Enterprises,Bihar,Construction,2.54,2551585.28,2,0,0.65,Small,37.97,1,0
Bengaluru Menon Pvt Ltd,Karnataka,Retail,4.64,551877.25,3,1,0.32,Micro,69.19,0,1
Varanasi Estates LLP,Uttar Pradesh,Construction,14.32,2359783.45,3,1,0.65,Small,65.8,0,0
Gupta Constructions LLP,Tamil Nadu,Construction,3.87,645184.46,5,1,0.65,Micro,56.48,0,0
Gupta Infra & Sons,West Bengal,Construction,12.27,2468644.53,2,1,0.65,Small,65.32,0,0
Venkat Engineering Enterprises,Maharashtra,Manufacturing,14.21,5225503.89,2,1,0.48,Small,75.93,0,0
BR Pillai Enterprises,Bihar,Manufacturing,1.35,143298.85,2,0,0.48,Micro,46.96,1,0
Venkat Couriers LLP,Delhi,Logistics,0.64,360427.91,2,1,0.38,Micro,43.11,1,0
Agarwal Kitchen & Co,Karnataka,F&B,1.94,212230.98,4,1,0.55,Micro,48.6,1,0
Konkan Logistics LLP,Maharashtra,Logistics,2.4,50000.0,2,1,0.38,Micro,54.78,0,0
Nashik Hegde & Co,Maharashtra,Manufacturing,1.6,9543397.88,2,1,0.48,Small,41.76,1,0
Rohini Cargo Pvt Ltd,Delhi,Logistics,12.33,488109.15,2,1,0.38,Micro,71.26,0,1
TN Nair LLP,Tamil Nadu,Manufacturing,2.26,4012311.34,4,0,0.48,Small,51.45,0,0
Pillai Foods Pvt Ltd,Telangana,F&B,5.31,249993.97,2,1,0.55,Micro,39.51,1,0
Rao SoftTech & Sons,Delhi,IT Services,7.33,66611.25,2,1,0.2,Micro,72.15,0,1
Deccan Pillai Pvt Ltd,Karnataka,F&B,4.67,525204.1,2,1,0.55,Micro,54.06,0,0
UP Verma Pvt Ltd,Uttar Pradesh,Logistics,1.31,252983.66,2,0,0.38,Micro,44.84,1,0
Udaipur Naidu Pvt Ltd,Rajasthan,F&B,11.61,414315.09,2,1,0.55,Micro,64.13,0,0
Pune Freight Enterprises,Maharashtra,Logistics,8.67,1240469.01,2,1,0.38,Small,75.9,0,1
MH Commerce Pvt Ltd,Maharashtra,Retail,11.57,4470412.2,2,1,0.32,Small,71.74,0,1
Konkan Das Pvt Ltd,Maharashtra,Construction,5.27,9959740.45,2,0,0.65,Small,58.57,0,0
Kumar Traders Pvt Ltd,Rajasthan,Retail,13.92,8000101.9,3,0,0.32,Small,83.16,0,0
Rao Foods Enterprises,Uttar Pradesh,F&B,2.67,284068.88,2,0,0.55,Micro,34.71,1,0
DL Transport LLP,Delhi,Logistics,11.91,3774353.28,3,1,0.38,Small,74.47,0,1
Secunderabad Hegde Pvt Ltd,Telangana,Logistics,17.9,681797.18,2,1,0.38,Micro,78.16,0,1
Vizag Bose LLP,Andhra Pradesh,Retail,6.53,50000.0,2,0,0.32,Micro,52.47,0,0
Ahmedabad Kapoor Pvt Ltd,Gujarat,Manufacturing,12.88,2561732.72,3,0,0.48,Small,75.51,0,1
Bhopal Traders Pvt Ltd,Madhya Pradesh,Retail,11.86,2158135.93,2,1,0.32,Small,71.44,0,1
Rao InfoServ Pvt Ltd,Karnataka,IT Services,14.37,505461.52,2,1,0.2,Micro,80.17,0,1
Patel Bazaar LLP,Maharashtra,Retail,4.14,204727.04,3,0,0.32,Micro,63.7,0,0
Mysore Solutions Pvt Ltd,Karnataka,IT Services,6.7,50000.0,2,1,0.2,Micro,60.51,0,0
Menon Builders Pvt Ltd,Maharashtra,Construction,12.88,110531.19,2,0,0.65,Micro,51.02,0,0
Ahmedabad Shah LLP,Gujarat,Construction,8.14,285321.23,2,1,0.65,Micro,58.43,0,0
Hegde Couriers Pvt Ltd,Punjab,Logistics,12.18,2005737.93,2,1,0.38,Small,74.78,0,1
Nashik Forge & Co,Maharashtra,Manufacturing,10.36,491960.17,2,0,0.48,Micro,60.81,0,0
Singh Emporium LLP,Maharashtra,Retail,2.61,207697.31,2,1,0.32,Micro,46.43,1,0
Delhi Jain & Co,Delhi,Manufacturing,3.05,547716.4,3,1,0.48,Micro,58.96,0,0
Amritsar Hegde Pvt Ltd,Punjab,F&B,18.18,1443724.94,4,0,0.55,Small,67.59,0,0
Hegde Developers & Sons,Tamil Nadu,Construction,0.92,10929867.71,3,1,0.65,Medium,59.01,0,0
DL Couriers Enterprises,Delhi,Logistics,11.14,105056.46,6,1,0.38,Micro,86.67,0,1
Mumbai Malhotra Pvt Ltd,Maharashtra,F&B,17.88,165658.97,2,1,0.55,Micro,69.2,0,0
Mumbai Venkat & Co,Maharashtra,Retail,3.54,61799.54,6,1,0.32,Micro,84.16,0,1
Solan Hegde Pvt Ltd,Himachal Pradesh,Construction,10.45,2111231.26,2,0,0.65,Small,54.26,0,0
Patna Sharma Pvt Ltd,Bihar,IT Services,2.43,50000.0,2,0,0.2,Micro,49.18,1,0
Nashik Shah & Sons,Maharashtra,Manufacturing,3.03,2508649.16,2,1,0.48,Small,58.18,0,0
Bhubaneswar Patel Pvt Ltd,Odisha,Manufacturing,7.2,148648.33,2,0,0.48,Micro,65.74,0,1
UP Manufacturing Pvt Ltd,Uttar Pradesh,Manufacturing,1.54,2303128.78,2,0,0.48,Small,37.51,1,0
Indore Shetty Pvt Ltd,Madhya Pradesh,IT Services,11.97,3406435.68,2,0,0.2,Small,65.49,0,1
Delhi Rao Pvt Ltd,Delhi,Construction,5.2,1451905.38,2,1,0.65,Small,46.43,1,0
NCR Agarwal Pvt Ltd,Delhi,Retail,8.84,3091786.97,2,0,0.32,Small,64.82,0,0
Singh Works Enterprises,Delhi,Manufacturing,14.75,3891719.37,2,1,0.48,Small,60.22,0,0
Varanasi Retail Co Enterprises,Uttar Pradesh,Retail,18.58,4593075.09,2,0,0.32,Small,68.65,0,1
Konkan Mart & Sons,Maharashtra,Retail,10.0,400672.42,3,1,0.32,Micro,76.43,0,1
MH Cargo LLP,Maharashtra,Logistics,2.92,1275350.86,2,0,0.38,Small,46.08,1,0
Venkat Cargo & Sons,Karnataka,Logistics,3.21,3759623.25,2,0,0.38,Small,56.18,0,0
Jain InfoServ LLP,Rajasthan,IT Services,2.62,606799.87,2,0,0.2,Micro,63.78,0,0
Hubli Kumar Pvt Ltd,Karnataka,IT Services,2.17,50000.0,2,1,0.2,Micro,53.96,0,0
UP Freight Pvt Ltd,Uttar Pradesh,Logistics,13.46,914005.6,3,0,0.38,Micro,79.96,0,1
Shah Beverages Pvt Ltd,Bihar,F&B,9.38,50000.0,3,0,0.55,Micro,51.45,0,0
Venkat Estates Pvt Ltd,Maharashtra,Construction,1.0,17504311.22,2,1,0.65,Medium,40.7,1,0
Verma Cybertech & Co,Uttar Pradesh,IT Services,13.64,841074.2,3,1,0.2,Micro,92.18,0,1
Shetty Logistics & Sons,Delhi,Logistics,7.46,205556.85,2,1,0.38,Micro,58.51,0,0
Jabalpur Anand Pvt Ltd,Madhya Pradesh,IT Services,0.54,130723.2,2,1,0.2,Micro,49.91,1,0
Nair Cybertech LLP,Karnataka,IT Services,0.99,141259.74,2,1,0.2,Micro,58.48,0,0
RJ Forge Enterprises,Rajasthan,Manufacturing,10.59,582788.13,2,0,0.48,Micro,55.42,0,0
Nalgonda Fabricators Pvt Ltd,Telangana,Manufacturing,3.6,516975.67,5,1,0.48,Micro,64.95,0,0
Mehta Technologies & Sons,Punjab,IT Services,0.73,297334.16,2,0,0.2,Micro,54.27,0,0
Kanpur Mart Enterprises,Uttar Pradesh,Retail,0.58,50000.0,2,1,0.32,Micro,63.43,0,0
NCR Cybertech Enterprises,Delhi,IT Services,7.6,16414306.88,2,1,0.2,Medium,79.42,0,0
Hegde Nutrition Pvt Ltd,Uttar Pradesh,F&B,8.59,151458.94,3,0,0.55,Micro,72.2,0,0
Gwalior Anand & Co,Madhya Pradesh,Construction,8.09,30012129.23,2,0,0.65,Medium,43.29,1,0
Surat Infosystems Pvt Ltd,Gujarat,IT Services,1.19,1764841.27,2,0,0.2,Small,54.21,0,0
Konkan Stores LLP,Maharashtra,Retail,19.24,1889791.71,2,1,0.32,Small,77.44,0,1
Kochi Beverages & Co,Kerala,F&B,16.34,1044162.3,2,0,0.55,Small,59.29,0,0
Jaipur Projects & Sons,Rajasthan,Construction,2.54,267876.05,2,0,0.65,Micro,32.89,1,0
Lucknow Naidu Enterprises,Uttar Pradesh,Logistics,10.0,2015472.65,2,0,0.38,Small,63.27,0,0
Kumar Solutions & Sons,Karnataka,IT Services,2.18,89549.19,2,1,0.2,Micro,43.21,1,0
Anand Solutions LLP,Uttar Pradesh,IT Services,11.55,953851.13,2,1,0.2,Micro,65.82,0,1
Singh Industries Enterprises,Tamil Nadu,Manufacturing,15.33,297308.72,7,1,0.48,Micro,86.36,0,1
Patel Couriers LLP,Uttar Pradesh,Logistics,15.46,50000.0,3,0,0.38,Micro,66.39,0,1
MH Kumar Pvt Ltd,Maharashtra,IT Services,9.12,93365.83,2,1,0.2,Micro,77.87,0,1
Agra Kumar & Co,Uttar Pradesh,Manufacturing,2.55,1205513.82,2,1,0.48,Small,47.45,1,0
Silchar Rao Pvt Ltd,Assam,IT Services,11.62,209134.77,2,1,0.2,Micro,72.75,0,1
Patel Agro Pvt Ltd,Maharashtra,F&B,12.99,6574299.69,2,1,0.55,Small,70.34,0,0
Dhanbad Anand Pvt Ltd,Jharkhand,Retail,17.14,710094.13,2,0,0.32,Micro,76.03,0,1
Coimbatore SoftTech & Sons,Tamil Nadu,IT Services,9.92,460031.47,7,1,0.2,Micro,79.37,0,1
Venkat Works LLP,Madhya Pradesh,Manufacturing,15.74,4308841.94,2,1,0.48,Small,74.23,0,1
Malhotra Movers Enterprises,West Bengal,Logistics,0.84,50000.0,2,1,0.38,Micro,41.37,1,0
Vadodara Realty Enterprises,Gujarat,Construction,12.33,2436189.83,3,1,0.65,Small,70.88,0,0
Bengal Singh Pvt Ltd,West Bengal,Logistics,10.04,821265.71,2,0,0.38,Micro,67.02,0,1
Indore Traders Pvt Ltd,Madhya Pradesh,Retail,10.0,65390.99,2,0,0.32,Micro,65.27,0,1
Chopra Mfg Co Pvt Ltd,Tamil Nadu,Manufacturing,1.22,91528.36,2,1,0.48,Micro,48.02,1,0
Salem Gowda Pvt Ltd,Tamil Nadu,Retail,1.83,806572.16,5,1,0.32,Micro,60.91,0,0
Kanpur Builders Pvt Ltd,Uttar Pradesh,Construction,2.43,119088.39,2,1,0.65,Micro,33.1,1,0
Vizag Commerce Pvt Ltd,Andhra Pradesh,Retail,8.13,2354179.8,2,1,0.32,Small,71.4,0,1
Howrah Gowda Pvt Ltd,West Bengal,Logistics,12.72,187954.62,2,1,0.38,Micro,71.88,0,1
AP SoftTech & Co,Andhra Pradesh,IT Services,9.65,6536813.62,2,0,0.2,Small,69.01,0,0
Delhi Jain Enterprises,Delhi,Logistics,4.58,5830391.02,2,1,0.38,Small,58.99,0,0
Shetty Confectionery & Sons,Andhra Pradesh,F&B,7.48,112951.06,2,0,0.55,Micro,46.77,1,0
Malhotra Agro Pvt Ltd,Maharashtra,F&B,10.0,463612.92,3,1,0.55,Micro,57.28,0,0
Ahmedabad Malhotra Pvt Ltd,Gujarat,Retail,15.2,396216.04,2,0,0.32,Micro,68.08,0,1
Chopra Mart & Co,Maharashtra,Retail,16.74,59678.13,7,1,0.32,Micro,92.0,0,1
Coimbatore Foods LLP,Tamil Nadu,F&B,10.98,5450803.45,3,0,0.55,Small,67.85,0,0
TN Gupta Pvt Ltd,Tamil Nadu,Construction,0.58,50000.0,2,1,0.65,Micro,25.67,1,0
Madurai Solutions & Co,Tamil Nadu,IT Services,2.56,1984457.9,3,1,0.2,Small,64.09,0,0
