company_name,State,Sector,paid_up_capital,authorized_cap_inr,age_years,capital_tier,director_count,state_npa_proxy,credit_score,default_risk,is_metro,sector_risk_score
Nova Solutions Corp,Gujarat,Retail,65918765.92645057,86670230.53161085,6.83,Small,1,0.05,703,0,0,0.35
Apex Trading Ltd,Maharashtra,Manufacturing,3767635.737080173,4670278.525127632,9.62,Micro,3,0.05,668,0,1,0.48
Sai Tech LLP,Gujarat,Construction,164885649.21461508,186018648.2020165,7.24,Medium,4,0.05,755,0,0,0.62
Jagannath Foods Pvt Ltd,Karnataka,Construction,39279654.208032936,44765438.87781839,2.44,Small,1,0.05,573,0,1,0.62
Apex Enterprises Ltd,Telangana,Manufacturing,1484112.6994412085,1928896.9527469713,10.22,Micro,3,0.08,676,0,1,0.48
Indian Tech LLP,Maharashtra,Retail,28340867.484870933,35116877.146521375,6.4,Small,3,0.05,753,0,1,0.35
Jagannath Logistics LLP,Bihar,Retail,8805801.410860257,12377386.21241015,7.93,Micro,2,0.11,628,0,0,0.35
Maruti Foods Ltd,Telangana,Construction,6409972.7587364735,9117146.922034789,11.38,Micro,4,0.08,693,0,1,0.62
Ravi Ventures LLP,Karnataka,Retail,89432876.07759193,129720345.46676381,1.45,Small,3,0.05,578,0,1,0.35
Jagannath Industries Corp,Punjab,Retail,8198414.613443607,10860573.001386406,2.28,Micro,4,0.08,533,0,0,0.35
Indian Enterprises Pvt Ltd,Maharashtra,Retail,3026456.7003229144,3907097.590413847,1.62,Micro,2,0.05,551,0,1,0.35
Nova Tech Ltd,Madhya Pradesh,Retail,6124320.577025602,7741382.721174444,7.45,Micro,4,0.08,662,0,0,0.35
Maruti Solutions Ltd,Kerala,F&B,2474950.917027973,3507967.171483434,10.16,Micro,3,0.08,670,0,0,0.55
Shree Solutions Corp,Tamil Nadu,Retail,76112938.35133328,84473333.11879621,11.43,Small,4,0.08,692,0,1,0.35
Maruti Trading Ltd,West Bengal,Manufacturing,7247165.745865433,9865030.477955097,12.59,Micro,2,0.08,734,0,1,0.48
Dynamic Fabrics Ltd,West Bengal,Retail,1190023.2135732952,1647959.669379139,3.42,Micro,2,0.08,562,0,1,0.35
Quality Foods Pvt Ltd,West Bengal,Construction,1571092.8774307224,1811576.833282034,4.43,Micro,2,0.08,668,0,1,0.62
Sai Enterprises LLP,Maharashtra,Logistics,7883464.028256105,11103016.16729872,2.49,Micro,4,0.05,580,0,1,0.42
Sai Industries Pvt Ltd,Uttar Pradesh,IT Services,56996488.04929561,67478346.22221355,6.61,Small,1,0.11,641,0,0,0.28
Quality Ventures Corp,Maharashtra,Construction,9036266.478766315,10569671.129069,10.87,Micro,1,0.05,692,0,1,0.62
Indian Builders Ltd,Maharashtra,Construction,9896685.223436195,12069466.577149311,1.36,Micro,2,0.05,510,0,1,0.62
Ravi Logistics Pvt Ltd,Gujarat,Construction,2252691.1081635957,2956832.1051689517,24.24,Micro,1,0.05,751,0,0,0.62
Jagannath Logistics Ltd,Maharashtra,IT Services,7677318.572182405,10774457.575926444,13.14,Micro,2,0.05,740,0,1,0.28
Sai Fabrics Pvt Ltd,Gujarat,Logistics,6878583.957567694,9353098.929576848,7.62,Micro,1,0.05,668,0,0,0.42
Ravi Logistics Corp,West Bengal,Manufacturing,3721059.611112602,4246669.571254997,3.05,Micro,1,0.08,537,0,1,0.48
Ravi Industries Pvt Ltd,Gujarat,Retail,7776371.020365808,9172347.285646074,7.97,Micro,1,0.05,655,0,0,0.35
Jagannath Industries LLP,West Bengal,Manufacturing,249899481.99920818,289536841.4472718,13.97,Medium,1,0.08,786,0,1,0.48
Shree Industries Corp,Maharashtra,Retail,7621579.569229139,8669340.39198116,2.36,Micro,3,0.05,529,0,1,0.35
Sai Trading Ltd,Delhi,Manufacturing,58837213.74390194,68796826.33534971,11.28,Small,4,0.05,704,0,1,0.48
Apex Fabrics Pvt Ltd,Tamil Nadu,Retail,880065.7575996728,1206221.389012558,8.68,Micro,2,0.08,674,0,1,0.35
Balaji Fabrics Pvt Ltd,Gujarat,F&B,4306268.672106447,6222567.240571077,7.57,Micro,2,0.05,672,0,0,0.55
Quality Fabrics Corp,Andhra Pradesh,Logistics,9927608.210721321,14673567.208141072,10.26,Micro,2,0.08,676,0,0,0.42
Dynamic Fabrics Ltd,Bihar,Logistics,4870360.492867046,6148736.649263154,7.39,Micro,2,0.11,621,0,0,0.42
Apex Foods Ltd,Karnataka,Manufacturing,3103122.323663901,3898961.364203658,13.53,Micro,1,0.05,740,0,1,0.48
Ravi Enterprises Ltd,Gujarat,F&B,87843011.90040807,121427065.5995061,9.44,Small,4,0.05,707,0,0,0.55
Apex Builders Corp,Delhi,Retail,73137502.41257334,99428992.8885889,5.58,Small,4,0.05,721,0,1,0.35
Global Industries Pvt Ltd,Karnataka,Logistics,9819349.234938638,12444948.92888802,4.65,Micro,1,0.05,668,0,1,0.42
Quality Fabrics LLP,Telangana,Retail,6981214.481678952,8944797.436670851,4.94,Micro,1,0.08,683,0,1,0.35
Jagannath Logistics Corp,Telangana,Retail,1495400.2775546429,2191017.6065375293,7.24,Micro,1,0.08,676,0,1,0.35
Dynamic Tech Pvt Ltd,Karnataka,Construction,2113190.105429269,2404060.7249043947,12.61,Micro,2,0.05,698,0,1,0.62
Quality Enterprises LLP,Maharashtra,Manufacturing,3942608.9668101114,4838435.619348767,6.59,Micro,1,0.05,723,0,1,0.48
Sai Logistics LLP,Bihar,Retail,228823770.49091712,277034007.5841116,13.88,Medium,2,0.11,720,0,0,0.35
Nova Builders Ltd,Karnataka,Manufacturing,2763565.0036145616,3979785.88408499,9.79,Micro,2,0.05,643,0,1,0.48
Apex Builders Pvt Ltd,Rajasthan,Construction,3835904.2824019147,4613089.557631227,0.96,Micro,4,0.08,585,0,0,0.62
Jagannath Logistics Pvt Ltd,Gujarat,IT Services,7810096.415759914,9925575.618677158,4.67,Micro,1,0.05,693,0,0,0.28
Apex Fabrics Corp,Gujarat,Retail,2754498.7709598686,3557931.2423269544,7.86,Micro,3,0.05,664,0,0,0.35
Quality Foods Corp,Gujarat,Retail,1638524.4690308443,1931836.9546566762,5.58,Micro,4,0.05,646,0,0,0.35
Indian Solutions Corp,Chhattisgarh,Logistics,4167430.0779469763,5299720.978722022,8.0,Micro,3,0.08,660,0,0,0.42
Apex Foods Pvt Ltd,Karnataka,Construction,40676390.671700135,57660835.06804447,14.63,Small,2,0.05,762,0,1,0.62
Jagannath Tech Corp,Gujarat,Manufacturing,7176861.870429996,9917188.474968366,9.7,Micro,1,0.05,673,0,0,0.48
Sai Foods Corp,Tamil Nadu,Retail,521419.4028290229,711196.1695357696,2.2,Micro,1,0.08,572,1,1,0.35
Maruti Logistics Pvt Ltd,Tamil Nadu,Manufacturing,3118535.9203805444,3741544.9005631614,2.6,Micro,3,0.08,510,0,1,0.48
Global Ventures Ltd,Telangana,Retail,4931664.516365246,7072830.37163707,9.47,Micro,2,0.08,682,0,1,0.35
Jagannath Enterprises LLP,Bihar,Construction,3828430.149078318,4772708.0414254125,1.03,Micro,3,0.11,498,1,0,0.62
Quality Builders Pvt Ltd,Delhi,Retail,5055352.640539882,7190342.477895764,0.98,Micro,1,0.05,550,0,1,0.35
Maruti Logistics Corp,West Bengal,Manufacturing,4100323.965779978,4601047.5983345965,3.92,Micro,1,0.08,541,0,1,0.48
Dynamic Builders Pvt Ltd,Odisha,IT Services,7902404.454112396,10542713.666115846,1.82,Micro,1,0.11,489,0,0,0.28
Maruti Tech LLP,Karnataka,Retail,3872518.89694996,4655905.142841253,10.61,Micro,3,0.05,717,0,1,0.35
Sai Fabrics LLP,West Bengal,Construction,5461318.623931392,7886008.109902761,5.32,Micro,1,0.08,721,0,1,0.62
Dynamic Tech Ltd,Karnataka,IT Services,8554466.596088879,10440511.054004952,6.46,Micro,4,0.05,668,0,1,0.28
Indian Fabrics LLP,Maharashtra,Retail,4896158.490286246,7293350.877515967,7.66,Micro,2,0.05,659,0,1,0.35
Shree Enterprises Pvt Ltd,Karnataka,Logistics,60046996.35278159,67151091.21972871,6.77,Small,4,0.05,707,0,1,0.42
Maruti Industries Corp,Kerala,Construction,1124178.2229967022,1458349.6846596554,6.17,Micro,1,0.08,663,0,0,0.62
Balaji Industries LLP,West Bengal,Logistics,1401232.809894586,1654217.9388373424,8.6,Micro,3,0.08,677,0,1,0.42
Dynamic Ventures LLP,Karnataka,Manufacturing,579103.9748060913,831959.454092599,9.83,Micro,1,0.05,687,0,1,0.48
Shree Logistics Pvt Ltd,Karnataka,Manufacturing,2099647.933510518,2532458.947708973,3.69,Micro,1,0.05,536,0,1,0.48
Sai Foods Pvt Ltd,Maharashtra,Logistics,5349136.75638347,7950554.519770916,6.79,Micro,2,0.05,663,0,1,0.42
Dynamic Foods LLP,Uttar Pradesh,Logistics,77607291.65418921,95616369.08170487,13.15,Small,3,0.11,703,0,0,0.42
Quality Trading Corp,Maharashtra,Manufacturing,5182154.989013372,6735343.880404654,14.77,Micro,1,0.05,731,0,1,0.48
Maruti Solutions Pvt Ltd,Maharashtra,Construction,61670167.006546155,70809274.8854092,7.32,Small,1,0.05,707,0,1,0.62
Quality Enterprises Corp,Andhra Pradesh,Retail,8278989.828309717,9339932.51989053,16.52,Micro,1,0.08,740,0,0,0.35
Quality Logistics Pvt Ltd,Maharashtra,Logistics,6578271.336817214,9472378.012930643,11.21,Micro,4,0.05,678,0,1,0.42
Global Builders LLP,Delhi,Manufacturing,7829518.737590291,8652104.959880423,5.19,Micro,1,0.05,654,0,1,0.48
Indian Trading Pvt Ltd,Delhi,IT Services,3912566.0803681966,5505737.732542053,7.02,Micro,3,0.05,700,0,1,0.28
Dynamic Logistics Pvt Ltd,Karnataka,Construction,522673.1179507839,648443.5893158021,20.88,Micro,3,0.05,698,0,1,0.62
Quality Foods Pvt Ltd,Rajasthan,Manufacturing,6968328.361128101,9706705.513878565,3.17,Micro,1,0.08,539,0,0,0.48
Apex Builders Pvt Ltd,West Bengal,IT Services,8807851.168256694,12479757.912749266,2.8,Micro,4,0.08,541,0,1,0.28
Jagannath Foods Pvt Ltd,Delhi,Construction,6922673.415100432,8319232.833376076,4.04,Micro,4,0.05,677,0,1,0.62
Ravi Ventures Ltd,Tamil Nadu,Retail,64754217.95954714,91938149.99846624,15.68,Small,3,0.08,799,0,1,0.35
Quality Ventures Ltd,West Bengal,Retail,60541689.425632045,80964525.50311038,4.06,Small,3,0.08,704,0,1,0.35
Maruti Ventures Corp,Telangana,F&B,1049096.1553173368,1282303.4847289312,5.24,Micro,2,0.08,659,0,1,0.55
Sai Fabrics Corp,Telangana,Manufacturing,2380729.2108728862,3530566.6319830003,2.78,Micro,1,0.08,545,0,1,0.48
Global Trading LLP,Maharashtra,Manufacturing,66876045.129520215,89023214.9245564,13.75,Small,3,0.05,774,0,1,0.48
Quality Fabrics Pvt Ltd,Tamil Nadu,Retail,5908402.481641651,7172150.77397871,5.46,Micro,3,0.08,656,0,1,0.35
Indian Solutions Ltd,Gujarat,IT Services,5907105.346118434,7287490.560213972,4.25,Micro,4,0.05,692,0,0,0.28
Global Builders Ltd,Tamil Nadu,Retail,4950180.51543046,5720244.2650371855,4.03,Micro,4,0.08,658,0,1,0.35
Shree Fabrics Corp,Karnataka,Retail,9758528.471851956,13849185.407634964,10.18,Micro,4,0.05,676,0,1,0.35
Maruti Tech Pvt Ltd,Tamil Nadu,Manufacturing,80223184.93191826,92486186.09591277,2.75,Small,1,0.08,571,0,1,0.48
Quality Solutions LLP,West Bengal,Retail,5294680.797919147,6328582.304008002,13.31,Micro,2,0.08,757,0,1,0.35
Nova Builders Corp,Karnataka,Retail,7530204.530160002,10844467.022921873,4.44,Micro,2,0.05,661,0,1,0.35
Global Foods Corp,West Bengal,Manufacturing,6682850.087343781,7833867.2448778795,15.41,Micro,1,0.08,774,0,1,0.48
Ravi Logistics Pvt Ltd,West Bengal,F&B,7227634.507546847,8503881.41683282,6.38,Micro,2,0.08,671,0,1,0.55
Quality Solutions LLP,Bihar,Retail,4608794.294763708,6813000.570539435,6.7,Micro,2,0.11,604,0,0,0.35
Apex Fabrics Pvt Ltd,Karnataka,Retail,44091732.17333212,63745018.47526339,12.46,Small,3,0.05,754,0,1,0.35
Shree Foods LLP,Delhi,Manufacturing,1992732.2173040698,2471517.9665917116,6.76,Micro,2,0.05,650,0,1,0.48
Ravi Logistics Ltd,Maharashtra,Logistics,367536977.90526766,534836440.43595976,5.65,Medium,2,0.05,740,0,1,0.42
Dynamic Tech Corp,Gujarat,Logistics,2562722.944394039,3766307.31997863,8.11,Micro,1,0.05,716,0,0,0.42
Sai Tech Pvt Ltd,Tamil Nadu,Retail,8158736.597054053,11371557.794245725,2.28,Micro,1,0.08,536,0,1,0.35
Indian Foods Corp,Karnataka,Retail,2202094.3551765457,2752677.1919283364,4.6,Micro,3,0.05,692,0,1,0.35
Jagannath Enterprises Pvt Ltd,Tamil Nadu,Retail,3800552.2095764484,4289478.892398044,8.61,Micro,3,0.08,689,0,1,0.35
Nova Builders Pvt Ltd,Tamil Nadu,Logistics,7019753.5518851355,10033693.23264933,10.03,Micro,2,0.08,667,0,1,0.42
Quality Ventures Corp,Karnataka,Logistics,8800900.479514465,10148547.659406204,10.64,Micro,3,0.05,678,0,1,0.42
Dynamic Logistics Ltd,Uttar Pradesh,Manufacturing,2501395.315156145,3280991.4130433993,14.76,Micro,2,0.11,700,0,0,0.48
Balaji Industries Pvt Ltd,Telangana,Retail,40504288.40324897,58713461.03998576,3.66,Small,3,0.08,578,0,1,0.35
Nova Tech Corp,Delhi,Logistics,6515903.9435038725,7666804.995834429,17.22,Micro,2,0.05,737,0,1,0.42
Shree Enterprises Pvt Ltd,Delhi,Retail,3487832.794667931,4917642.460360638,4.13,Micro,4,0.05,671,0,1,0.35
Jagannath Trading LLP,Rajasthan,Manufacturing,5607455.878047523,7616711.793471479,3.11,Micro,2,0.08,566,0,0,0.48
Apex Fabrics Pvt Ltd,Puducherry,Logistics,3934334.791796026,5163828.092002218,6.38,Micro,1,0.08,699,0,0,0.42
Sai Industries Pvt Ltd,Tamil Nadu,Construction,8740616.109812599,13012889.467864616,1.97,Micro,2,0.08,483,0,1,0.62
Indian Builders Ltd,Maharashtra,Logistics,7728163.421205664,9438679.752704522,2.99,Micro,2,0.05,513,0,1,0.42
Indian Solutions Corp,Telangana,Retail,16027453.11647102,19738380.410610534,6.34,Small,1,0.08,717,0,1,0.35
Sai Fabrics Pvt Ltd,Telangana,Logistics,21845958.30480723,31083929.86827376,7.69,Small,2,0.08,715,0,1,0.42
Global Tech Corp,Maharashtra,Retail,8644179.490337592,12252777.876210345,7.48,Micro,4,0.05,669,0,1,0.35
Nova Enterprises Pvt Ltd,Delhi,Construction,4531682.379930458,6483356.732190137,4.67,Micro,3,0.05,665,0,1,0.62
Global Logistics Corp,Tamil Nadu,Retail,4146007.876066507,6116348.196834136,6.12,Micro,3,0.08,691,0,1,0.35
Shree Enterprises Corp,Delhi,Retail,9086375.631384151,12603739.634842085,9.26,Micro,4,0.05,663,0,1,0.35
Global Ventures Pvt Ltd,Tamil Nadu,Manufacturing,65771176.63236155,79757278.24521327,4.56,Small,4,0.08,715,0,1,0.48
Dynamic Fabrics Ltd,Maharashtra,Manufacturing,7995692.727353611,9774036.834083473,15.21,Micro,1,0.05,693,0,1,0.48
Dynamic Tech Pvt Ltd,Haryana,Retail,9480840.54406716,10801642.559483787,5.47,Micro,1,0.08,652,0,0,0.35
Balaji Trading Pvt Ltd,West Bengal,Retail,1400832.4181887382,1774316.4683401408,7.19,Micro,2,0.08,686,0,1,0.35
Global Logistics Corp,Maharashtra,Retail,756788.3371519607,1116776.2696645963,2.74,Micro,1,0.05,544,1,1,0.35
Jagannath Tech LLP,Madhya Pradesh,Retail,3641440.044322091,4406437.324002866,4.71,Micro,2,0.08,657,0,0,0.35
Global Ventures Pvt Ltd,Uttar Pradesh,Manufacturing,8265775.9094984,11194892.850309063,3.48,Micro,1,0.11,521,0,0,0.48
Nova Logistics LLP,Rajasthan,Manufacturing,66473648.35026824,85101024.77439699,9.3,Small,3,0.08,739,0,0,0.48
Sai Industries Pvt Ltd,Rajasthan,Retail,2007300.9281178985,2564094.1675466513,6.01,Micro,2,0.08,650,0,0,0.35
Nova Industries Corp,Gujarat,Logistics,2068573.5633510298,2866392.2370859995,12.85,Micro,3,0.05,731,0,0,0.42
Indian Foods Pvt Ltd,Telangana,Manufacturing,3820282.9850924863,5487054.451888683,16.61,Micro,4,0.08,745,0,1,0.48
Jagannath Builders LLP,Telangana,Logistics,655500.278884454,736328.7209842999,4.15,Micro,1,0.08,663,0,1,0.42
Balaji Fabrics Pvt Ltd,Karnataka,Retail,2221180.517854944,3034364.843168734,5.89,Micro,4,0.05,697,0,1,0.35
Indian Logistics Pvt Ltd,Karnataka,Construction,5087438.652260577,6528225.045279983,9.03,Micro,3,0.05,705,0,1,0.62
Quality Trading LLP,Bihar,Logistics,7150474.83222536,8603312.238036012,3.39,Micro,1,0.11,453,0,0,0.42
Indian Logistics Pvt Ltd,Tamil Nadu,Retail,93354585.06994605,104146702.5712109,17.21,Small,2,0.08,774,0,1,0.35
Apex Foods LLP,Rajasthan,Logistics,3510073.3351750188,5092960.704477061,9.56,Micro,2,0.08,681,0,0,0.42
Jagannath Enterprises Corp,Uttar Pradesh,Logistics,5467166.25590709,7763457.248723869,4.59,Micro,3,0.11,623,0,0,0.42
Balaji Ventures Corp,Karnataka,Logistics,50275491.043231055,68521710.34382491,8.78,Small,1,0.05,724,0,1,0.42
Nova Foods Ltd,Karnataka,Retail,752049.0962422946,962254.8910253715,20.45,Micro,2,0.05,733,0,1,0.35
Balaji Enterprises Corp,Telangana,Manufacturing,6048235.378004588,8818917.060695525,11.54,Micro,4,0.08,696,0,1,0.48
Sai Solutions Pvt Ltd,Karnataka,Manufacturing,8232613.390864474,9166754.453577807,5.15,Micro,4,0.05,677,0,1,0.48
Shree Solutions Corp,Karnataka,Logistics,8591215.614167139,10834677.901934255,0.96,Micro,1,0.05,551,0,1,0.42
Quality Enterprises Ltd,Uttar Pradesh,Retail,832791.2328738878,946360.2175228866,6.95,Micro,3,0.11,632,0,0,0.35
Global Tech Ltd,Gujarat,Retail,21339491.830758233,31808910.311982904,13.9,Small,2,0.05,753,0,0,0.35
Global Foods LLP,Odisha,Logistics,5256152.136638121,6119794.904689024,5.18,Micro,2,0.11,638,0,0,0.42
Ravi Builders Corp,West Bengal,Retail,2354991.1651523127,3410117.459808814,7.16,Micro,2,0.08,651,0,1,0.35
Maruti Trading LLP,Uttar Pradesh,Logistics,9501869.35422272,13846023.617111148,3.21,Micro,3,0.11,479,0,0,0.42
Dynamic Solutions LLP,Gujarat,Manufacturing,3850701.7500473466,5184215.509486207,2.8,Micro,3,0.05,533,0,0,0.48
Ravi Trading LLP,Maharashtra,Retail,8111138.157656803,9472748.092235364,6.4,Micro,3,0.05,687,0,1,0.35
Sai Trading Ltd,Delhi,Construction,18466619.171565738,25586177.87713645,6.05,Small,4,0.05,673,0,1,0.62
Quality Solutions Pvt Ltd,Himachal Pradesh,Retail,8449583.768676048,10750017.57686499,2.88,Micro,4,0.08,561,0,0,0.35
Maruti Industries Corp,Karnataka,Construction,3316771.063092058,4106236.9385948856,8.09,Micro,2,0.05,685,0,1,0.62
Nova Logistics Pvt Ltd,Gujarat,Logistics,2201998.3850540984,3267107.584437604,6.59,Micro,4,0.05,675,0,0,0.42
Apex Tech Ltd,Karnataka,Construction,4873499.0390332835,5709862.686495467,10.64,Micro,1,0.05,659,0,1,0.62
Indian Solutions Pvt Ltd,Haryana,Retail,7894120.434177307,10455144.431432938,8.91,Micro,2,0.08,698,0,0,0.35
Sai Enterprises Ltd,Gujarat,Logistics,95055901.84639671,125179127.96520834,4.79,Small,2,0.05,754,0,0,0.42
Nova Fabrics Pvt Ltd,Tamil Nadu,Manufacturing,8467207.65162435,9981344.751416411,9.43,Micro,2,0.08,674,0,1,0.48
Apex Logistics Corp,Maharashtra,Construction,387972870.11723876,516753427.86714756,6.03,Medium,4,0.05,753,0,1,0.62
Ravi Enterprises LLP,Maharashtra,F&B,9325765.337320039,10970963.66955217,6.26,Micro,3,0.05,692,0,1,0.55
Nova Solutions Ltd,Maharashtra,Logistics,12230200.717112202,15862744.509521695,5.98,Small,1,0.05,732,0,1,0.42
Dynamic Solutions Corp,Delhi,Manufacturing,9570987.82605746,12573834.23785833,15.35,Micro,1,0.05,719,0,1,0.48
Dynamic Ventures LLP,Telangana,Logistics,4554337.845105815,5326650.599023271,7.34,Micro,2,0.08,660,0,1,0.42
Sai Fabrics Corp,Tripura,Retail,3969095.351523893,5089646.3818252385,11.09,Micro,4,0.08,700,0,0,0.35
Quality Fabrics Corp,Telangana,Retail,3574898.509198826,4498724.158721314,4.43,Micro,1,0.08,684,0,1,0.35
Apex Industries LLP,Gujarat,Retail,1451085.9706309924,2054726.4379369258,16.25,Micro,4,0.05,723,0,0,0.35
Indian Ventures Corp,Punjab,Manufacturing,4698058.392841868,6418829.7621228155,6.72,Micro,4,0.08,671,0,0,0.48
Balaji Fabrics LLP,Karnataka,Manufacturing,40687200.73741573,56462174.779628836,10.43,Small,4,0.05,717,0,1,0.48
Dynamic Logistics Pvt Ltd,Karnataka,IT Services,5523181.325941083,7744607.194781493,7.66,Micro,4,0.05,671,0,1,0.28
Indian Solutions Corp,Uttar Pradesh,Retail,9972564.708064105,11598698.106749753,9.58,Micro,2,0.11,667,0,0,0.35
Quality Foods Pvt Ltd,Telangana,Logistics,5097221.519008112,5734972.93858626,11.92,Micro,4,0.08,652,0,1,0.42
Sai Logistics Corp,Maharashtra,Manufacturing,2985889.285434695,3733377.689949901,24.13,Micro,1,0.05,730,0,1,0.48
Sai Industries Ltd,Maharashtra,Retail,1500542.5764684232,2017532.8395868551,6.92,Micro,3,0.05,674,0,1,0.35
Ravi Logistics Corp,Gujarat,Manufacturing,773928.4109193493,1143305.2809798073,7.0,Micro,4,0.05,665,0,0,0.48
Dynamic Solutions LLP,Karnataka,Retail,4080719.0081343646,4723872.865627856,7.57,Micro,1,0.05,647,0,1,0.35
Jagannath Fabrics Pvt Ltd,Madhya Pradesh,IT Services,1464505.4062895617,1812519.090396939,2.01,Micro,3,0.08,527,1,0,0.28
Quality Logistics Pvt Ltd,West Bengal,Manufacturing,1032096.2096098271,1333046.9320260815,6.45,Micro,1,0.08,696,0,1,0.48
Shree Foods Corp,Maharashtra,Retail,7308234.224461451,10788952.054174406,5.65,Micro,2,0.05,656,0,1,0.35
Balaji Solutions Pvt Ltd,Karnataka,Logistics,9918532.630739259,12750216.050088063,2.84,Micro,4,0.05,519,0,1,0.42
Apex Builders Ltd,Karnataka,Retail,6399769.426841979,7837773.238427878,8.52,Micro,2,0.05,694,0,1,0.35
Ravi Ventures Ltd,Gujarat,Retail,1877212.3243582093,2234908.0079351263,9.17,Micro,2,0.05,643,0,0,0.35
Maruti Solutions Corp,Haryana,Construction,1665359.2964549365,1864696.9285105057,6.74,Micro,3,0.08,667,0,0,0.62
Quality Ventures LLP,Gujarat,Logistics,6593193.479939281,7331648.201712885,3.87,Micro,1,0.05,543,0,0,0.42
Apex Enterprises LLP,Tamil Nadu,Construction,1798735.2243433574,2580810.3304974004,12.72,Micro,1,0.08,726,0,1,0.62
Indian Builders Ltd,Tamil Nadu,Retail,2296719.756018237,2626076.940028534,5.16,Micro,3,0.08,640,0,1,0.35
Shree Builders Ltd,Maharashtra,F&B,1473558.1912634328,2193952.4994580336,11.13,Micro,2,0.05,649,0,1,0.55
Global Industries LLP,Delhi,Logistics,3962506.7235080283,4744803.845293903,7.2,Micro,4,0.05,704,0,1,0.42
Global Industries LLP,Maharashtra,Construction,3233180.87975258,4152702.4766017664,12.37,Micro,3,0.05,713,0,1,0.62
Ravi Trading LLP,Tamil Nadu,Construction,4352457.904015966,5358743.725280106,12.91,Micro,3,0.08,764,0,1,0.62
Apex Foods LLP,Himachal Pradesh,Manufacturing,82350391.90231408,122463590.18869686,4.45,Small,4,0.08,688,0,0,0.48
Balaji Enterprises LLP,Maharashtra,Manufacturing,5240809.91642153,6622385.147463318,8.59,Micro,1,0.05,689,0,1,0.48
Apex Foods Pvt Ltd,Gujarat,Construction,3544358.1052243668,3935944.6477282653,11.01,Micro,1,0.05,682,0,0,0.62
Maruti Enterprises LLP,Uttar Pradesh,Logistics,7163600.97038124,9530885.02414365,25.18,Micro,1,0.11,663,0,0,0.42
Maruti Ventures Corp,Tamil Nadu,Retail,1493870.963332854,1710281.926998534,6.47,Micro,3,0.08,660,0,1,0.35
Maruti Enterprises Corp,Maharashtra,Retail,3738521.129487443,4390757.87301644,22.63,Micro,2,0.05,738,0,1,0.35
Jagannath Foods Ltd,Tamil Nadu,Manufacturing,9926708.346188506,12420245.03369655,7.65,Micro,4,0.08,680,0,1,0.48
Quality Logistics LLP,Karnataka,Manufacturing,62651641.848725595,79501485.76780662,3.66,Small,1,0.05,579,0,1,0.48
Apex Tech LLP,Tamil Nadu,Retail,8645023.992545862,11102950.685939051,11.32,Micro,2,0.08,661,0,1,0.35
Global Trading Corp,Maharashtra,Retail,9000064.483975124,12586549.0789153,5.73,Micro,4,0.05,669,0,1,0.35
Maruti Industries Pvt Ltd,Tamil Nadu,IT Services,6957648.327578283,8026269.043892457,1.61,Micro,3,0.08,538,0,1,0.28
Nova Ventures LLP,Gujarat,Construction,65763068.66819531,88505900.27030654,6.88,Small,2,0.05,690,0,0,0.62
Ravi Industries Pvt Ltd,Tamil Nadu,Retail,6833963.954977363,9128725.1711801,3.05,Micro,2,0.08,523,0,1,0.35
Sai Enterprises Pvt Ltd,Maharashtra,Retail,31289723.117554914,37561487.83564884,1.58,Small,1,0.05,525,0,1,0.35
Nova Industries Corp,Gujarat,Retail,5331967.2326788865,6606661.015245536,7.66,Micro,3,0.05,674,0,0,0.35
Sai Foods Corp,Uttar Pradesh,F&B,3829175.69493152,4460981.664665209,14.66,Micro,2,0.11,704,0,0,0.55
Jagannath Solutions Pvt Ltd,Andhra Pradesh,Manufacturing,86625252.58222836,129249852.41962454,7.51,Small,3,0.08,717,0,0,0.48
Indian Enterprises LLP,Delhi,Retail,6587189.079526043,7633357.13365561,5.64,Micro,3,0.05,673,0,1,0.35
Shree Tech Ltd,Delhi,Manufacturing,7614244.905953586,9821418.104876818,6.67,Micro,1,0.05,693,0,1,0.48
Maruti Solutions Corp,Gujarat,Manufacturing,5461130.305889593,6188098.860952554,18.8,Micro,3,0.05,724,0,0,0.48
Ravi Trading Ltd,Gujarat,Logistics,5088308.008777092,5706966.189043026,13.8,Micro,4,0.05,728,0,0,0.42
Maruti Ventures Ltd,Maharashtra,F&B,3680300.1536731212,4756019.2338841865,7.11,Micro,1,0.05,686,0,1,0.55
Shree Industries Pvt Ltd,Delhi,Retail,1598819.1327588228,1766537.0129358575,5.13,Micro,4,0.05,655,0,1,0.35
Quality Industries Pvt Ltd,Kerala,Manufacturing,5127994.20097161,6778815.647856782,7.51,Micro,3,0.08,656,0,0,0.48
Balaji Ventures LLP,Maharashtra,Construction,6234884.27406255,8326746.12270004,8.05,Micro,2,0.05,657,0,1,0.62
Global Builders Corp,Gujarat,F&B,1922894.4766582043,2808740.853217832,3.63,Micro,4,0.05,538,0,0,0.55
Quality Builders Corp,Maharashtra,Construction,9291330.024019664,10474740.29426741,16.83,Micro,2,0.05,744,0,1,0.62
Balaji Ventures Ltd,West Bengal,Retail,7491591.727844043,9447440.487825127,6.4,Micro,2,0.08,671,0,1,0.35
Global Solutions Corp,Maharashtra,Retail,3155726.4276391184,3755958.1966581373,14.85,Micro,1,0.05,727,0,1,0.35
Quality Ventures LLP,Uttar Pradesh,Manufacturing,10914398.2010709,15430149.888937676,3.17,Small,1,0.11,584,0,0,0.48
